,title,index,discipline,year,context,files,correctAlternative,alternativesIntroduction,alternatives,dificuldade,tema,subassunto
106,Questão 153 - ENEM 2021,153,matematica,2021,"Um parque temático brasileiro construiu uma réplica em miniatura do castelo de Liechtenstein. O castelo original, representado na imagem, está situado na Alemanha e foi reconstruído entre os anos de 1840 e 1842, após duas destruições causadas por guerras.

![](https://enem.dev/2021/questions/153/6826c1c9-9c1c-401f-b721-af14ad303f2e.jpg)

O castelo possui uma ponte de 38,4m de comprimento e 1,68m de largura. O artesão que trabalhou para o parque produziu a réplica do castelo, em escala. Nessa obra, as medidas do comprimento e da largura da ponte eram, respectivamente, 160cm e 7 cm.",['https://enem.dev/2021/questions/153/6826c1c9-9c1c-401f-b721-af14ad303f2e.jpg'],C,A escala utilizada para fazer a réplica é,"[{'letter': 'A', 'text': '1 : 576', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 : 240', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1 : 24', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '1 : 4,2', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '1 : 2,4', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Escala
107,Questão 154 - ENEM 2021,154,matematica,2021,"A demografia médica é o estudo da população de médicos no Brasil nos aspectos quantitativo e qualitativo, sendo um dos seus objetivos fazer projeções sobre a necessidade da formação de novos médicos. Um desses estudos gerou um conjunto de dados que aborda a evolução do número de médicos e da população brasileira por várias décadas. O quadro apresenta parte desses dados.

![](https://enem.dev/2021/questions/154/06fed6e4-4341-487f-8c3a-6352bba5bfd1.jpg)

Segundo uma projeção estatística, a variação do número de médicos e o da população brasileira de 2010 para 2020 será a média entre a variação de 1990 para 2000 e a de 2000 para 2010. Com o resultado dessa projeção, determina-se o número de médicos por mil habitantes no ano de 2020.

Disponível em: www.cremesp.org.br. Acesso em: 24 jun. 2015 (adaptado)",['https://enem.dev/2021/questions/154/06fed6e4-4341-487f-8c3a-6352bba5bfd1.jpg'],D,"O número, com duas casas na parte decimal, mais próximo do número de médicos por mil habitantes no ano de 2020 seria de","[{'letter': 'A', 'text': '0,17', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '0,49', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1,71', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '2,06', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '3,32', 'file': None, 'isCorrect': False}]",Difícil,Estatística e Probabilidade,Média / Análise de Tabelas
108,Questão 155 - ENEM 2021,155,matematica,2021,"Um atleta produz sua própria refeição com custo fixo de R$ 10,00. Ela é composta por 400g de frango, 600g de batata-doce e uma hortaliça. Atualmente, os preços dos produtos para essa refeição são:

![](https://enem.dev/2021/questions/155/0eb41d8c-7cd8-4398-96c2-b160d666be33.png)

Em relação a esses preços, haverá um aumento de 50% no preço do quilograma de batata-doce, e os outros preços não serão alterados. O atleta deseja manter o custo da refeição, a quantidade de batata-doce e a hortaliça. Portanto, terá que reduzir a quantidade de frango.",['https://enem.dev/2021/questions/155/0eb41d8c-7cd8-4398-96c2-b160d666be33.png'],C,Qual deve ser a redução percentual da quantidade de frango para que o atleta alcance seu objetivo?,"[{'letter': 'A', 'text': '12,5', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '28,0', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '30,0', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '50,0', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '70,0', 'file': None, 'isCorrect': False}]",Difícil,Matemática Básica,Razão e Proporção / Porcentagem
109,Questão 156 - ENEM 2021,156,matematica,2021,"Uma mola é solta da posição distendida conforme a figura. A figura à direita representa o gráfico da posição _P_ (em cm) da massa m em função do tempo _t_ (em segundo) em um sistema de coordenadas cartesianas. Esse movimento periódico é descrito por uma expressão do tipo P(t) = ![](https://enem.dev/2021/questions/156/22072ec1-3b3b-4ad6-a4b6-dffd6253a376.png) ou P(t) = ![](https://enem.dev/2021/questions/156/86b2ce7b-d131-40db-9629-e618470679c7.png), em que A>0 é a amplitude de deslocamento máximo e ![](https://enem.dev/2021/questions/156/f1cfe3fa-6396-47ed-b60b-48d48194225e.png) é a frequência, que se relaciona com o período T pela fórmula ![](https://enem.dev/2021/questions/156/38bd8acb-9ed5-402c-a6df-271fb1614213.png).

Considere a ausência de quaisquer forças dissipativas.

![](https://enem.dev/2021/questions/156/9e69ba46-7bc0-40c9-b81e-bdae664b1ae1.png)","['https://enem.dev/2021/questions/156/22072ec1-3b3b-4ad6-a4b6-dffd6253a376.png', 'https://enem.dev/2021/questions/156/86b2ce7b-d131-40db-9629-e618470679c7.png', 'https://enem.dev/2021/questions/156/f1cfe3fa-6396-47ed-b60b-48d48194225e.png', 'https://enem.dev/2021/questions/156/38bd8acb-9ed5-402c-a6df-271fb1614213.png', 'https://enem.dev/2021/questions/156/9e69ba46-7bc0-40c9-b81e-bdae664b1ae1.png']",A,"A expressão algébrica que representa as posições P(t) da massa m, ao longo do tempo, no gráfico, é","[{'letter': 'A', 'text': '-3 cos (2t)', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '-3 sen (2t)', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3 cos (2t)', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '-6 cos (2t)', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '6 cos (2t)', 'file': None, 'isCorrect': False}]",Difícil,Combinatória e Trigonometria,Razões Trigonométricas no Triângulo Retângulo
110,Questão 157 - ENEM 2021,157,matematica,2021,"Uma construtora, pretendendo investir na construção de imóveis em uma metrópole com cinco grandes regiões, fez uma pesquisa sobre a quantidade de famílias que mudaram de uma região para outra, de modo a determinar qual região foi o destino do maior fluxo de famílias, sem levar em consideração o número de famílias que deixaram a região. Os valores da pesquisa estão dispostos em uma matriz A = ![](https://enem.dev/2021/questions/157/8c6e4e74-df9c-40f8-8252-dbdeaea6b052.png), i, j ![](https://enem.dev/2021/questions/157/be8d14c5-515d-49fd-ac32-96ff68aec07f.png) {1, 2, 3, 4, 5}, em que o elemento ![](https://enem.dev/2021/questions/157/d9158cca-6b4e-48a2-bfdb-ffe3e0bc450d.png) corresponde ao total de famílias (em dezena) que se mudaram da região i para a região j durante um certo período, e o elemento ![](https://enem.dev/2021/questions/157/9e0b26da-8c61-4aad-b6d1-2266960860e0.png) é considerado nulo, uma vez que somente são consideradas mudanças entre regiões distintas. A seguir, está apresentada a matriz com os dados da pesquisa.

![](https://enem.dev/2021/questions/157/7d732410-1899-40e4-ab0d-c9cac5de4aeb.png)","['https://enem.dev/2021/questions/157/8c6e4e74-df9c-40f8-8252-dbdeaea6b052.png', 'https://enem.dev/2021/questions/157/be8d14c5-515d-49fd-ac32-96ff68aec07f.png', 'https://enem.dev/2021/questions/157/d9158cca-6b4e-48a2-bfdb-ffe3e0bc450d.png', 'https://enem.dev/2021/questions/157/9e0b26da-8c61-4aad-b6d1-2266960860e0.png', 'https://enem.dev/2021/questions/157/7d732410-1899-40e4-ab0d-c9cac5de4aeb.png']",E,Qual região foi selecionada para o investimento da construtora?,"[{'letter': 'A', 'text': '1', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '5', 'file': None, 'isCorrect': True}]",Fácil,Estatística e Probabilidade,Análise de Gráficos/Tabelas
111,Questão 158 - ENEM 2021,158,matematica,2021,"Para realizar um voo entre duas cidades que distam 2 000 km uma da outra, uma companhia aérea utilizava um modelo de aeronave A, capaz de transportar até 200 passageiros. Quando uma dessas aeronaves está lotada de passageiros, o consumo de combustível é de 0,02 litro por quilômetro e por passageiro. Essa companhia resolveu trocar o modelo de aeronave A pelo modelo de aeronave B, que é capaz de transportar 10% de passageiros a mais do que o modelo A, mas consumindo 10% menos combustível por quilômetro e por passageiro.",[],B,"A quantidade de combustível consumida pelo modelo de aeronave B, em relação à do modelo de aeronave B, em relação à do modelo de aeronave A, em um voo lotado entre as duas cidades, é","[{'letter': 'A', 'text': '10% menor', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1% menor', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': 'Igual', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1% maior', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '11% maior', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Porcentagem
112,Questão 159 - ENEM 2021,159,matematica,2021,"Em uma corrida automobilística, os carros podem fazer paradas nos boxes para efetuar trocar de pneus. Nessas trocas, o trabalho é feito por um grupo de três pessoas em cada pneu. Considere que os grupos iniciam o trabalho no mesmo instante, trabalham à mesma velocidade e cada grupo trabalha em um único pneu. Com os quatro grupos completos, são necessários 4 segundos para que a troca seja efetuada. O tempo gasto por um grupo para trocar um pneu é inversamente proporcional ao número de pessoas trabalhando nele. Em uma dessas paradas, um dos trabalhadores passou mal, não pôde participar da troca e nem foi substituído, de forma que um dos quatro grupos de troca ficou reduzido.",[],A,"Nessa parada específica, com um dos grupos reduzido, qual foi o tempo gasto, em segundo, para trocar os quatro pneus?","[{'letter': 'A', 'text': '6,0', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '5,7', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '5,0', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4,5', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '4,4', 'file': None, 'isCorrect': False}]",Média,Matematica Basica,Razao e Proporcao
113,Questão 160 - ENEM 2021,160,matematica,2021,"Um  nutricionista verificou, na dieta diária do seu cliente, a falta de 800mg do mineral A, de 1 000 mg do mineral B e de 1 200 mg do mineral C. Por isso, recomendou a compra de suplementos alimentares que forneçam os minerais faltantes e informou que não haveria problema se consumisse mais desses minerais do que o recomendado.

O cliente encontrou cinco suplementos, vendidos em sachês unitários, cujos preços e as quantidades dos minerais estão apresentados a seguir:

*   Suplemento I: contém 50mg do mineral A, 100mg do mineral B e 200 mg do mineral C e custa R$2,00;
*   Suplemento II: contém 800mg do mineral A, 250mg do mineral B e 200 mg do mineral C e custa R$3,00;
*   Suplemento III: contém 250mg do mineral A, 1 000mg do mineral B e 300 mg do mineral C e custa R$5,00;
*   Suplemento IV: contém 600mg do mineral A, 500mg do mineral B e 1 000 mg do mineral C e custa R$6,00;
*   Suplemento V: contém 400mg do mineral A, 800mg do mineral B e 1 200 mg do mineral C e custa R$8,00;

O cliente decidiu comprar sachês de um único suplemento no qual gastasse menos dinheiro e ainda suprisse a falta de minerais indicada pelo nutricionista, mesmo que consumisse alguns deles além de sua necessidade.",[],D,"Nessas condições, o cliente deverá comprar sachês do suplemento","[{'letter': 'A', 'text': 'I', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'II', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'III', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'IV', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'V', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
114,Questão 161 - ENEM 2021,161,matematica,2021,"O administrador de um teatro percebeu que, com o ingresso do evento a R$20,00, um show conseguia atrair 200 pessoas e que, a cada R$1,00 de redução no preço do ingresso, o número de pessoas aumentava em 40. Ele sabe que os donos do teatro só admitem trabalhar com valores inteiros para os ingressos, pela dificuldade de disponibilizar troco, e pretende convencê-los a diminuir o preço do ingresso. Assim, apresentará um gráfico da arrecadação em função do valor do desconto no preço atual do ingresso.",[],E,O gráfico que mais se assemelha ao que deve ser elaborado pelo administrador é,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2021/questions/161/71c29cd7-d512-4f07-a66b-d9c7384ebcf1.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2021/questions/161/a22cdccd-2be3-48b7-b37e-3253586d2fe0.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2021/questions/161/13b92c32-cd4b-4f3c-9699-3d0916f6d516.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2021/questions/161/83ffed50-3e9d-46d0-9cb6-5acf0cd42d98.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2021/questions/161/9536b3b7-3d03-40b4-abea-658166fee917.png', 'isCorrect': True}]",Difícil,Álgebra e Funções,Equações e Funções de 2º Grau
115,Questão 162 - ENEM 2021,162,matematica,2021,"O quadro representa a relação entre o preço de um produto (R) e seu respectivo imposto devido (l).

![](https://enem.dev/2021/questions/162/cc601335-5c45-493b-aa9d-b7c58c7b107a.png)",['https://enem.dev/2021/questions/162/cc601335-5c45-493b-aa9d-b7c58c7b107a.png'],A,O gráfico que melhor representa essa relação é,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2021/questions/162/41839cfc-4413-4111-b228-b6f835d314f6.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2021/questions/162/8e1d0658-17c6-447f-8852-a80221b9661f.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2021/questions/162/070fd147-aeb8-4211-9ace-d2ddecb2bc76.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2021/questions/162/a69d9997-7244-40d9-b945-11e7ac108a91.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2021/questions/162/b9498a83-138e-4d4e-8eb9-b9ec50dcf5f4.png', 'isCorrect': False}]",Fácil,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
116,Questão 163 - ENEM 2021,163,matematica,2021,"A relação de Newton-Laplace estabelece que o módulo volumétrico de um fluído é diretamente proporcional ao quadrado da velocidade do som (em metro por segundo) no fluido e à sua densidade (em quilograma por meto cúbico), com uma constante de proporcionalidade adimensional.",[],B,"Nessa relação, a unidade de medida adequada para o módulo volumétrico é","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2021/questions/163/b08497a6-4df2-4f61-96f2-f125293d21a4.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2021/questions/163/e8929184-06b7-4b2c-a7bf-8682d4d92231.png', 'isCorrect': True}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2021/questions/163/381b63e2-88a8-405f-ab1e-ae5e1ef6b266.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2021/questions/163/ef0b4b69-a758-420e-a3fa-b7b5e0a2b06c.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2021/questions/163/2770886b-3ccc-4ff7-8e35-59674a921fa9.png', 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
117,Questão 164 - ENEM 2021,164,matematica,2021,"Uma pessoa pretende viajar por uma companhia aérea que despacha gratuitamente uma mala com até 10kg.

Em duas viagens que realizou, essa pessoa utilizou a mesma mala e conseguiu 10 kg com as seguintes combinações de itens:

![](https://enem.dev/2021/questions/164/eab2c90e-a45f-482b-997d-a5c2f6931726.png)

Para ter certeza de que sua bagagem terá massa de 10 kg, ela decide levar essa mala com duas calças, um sapato e o máximo de camisetas, admitindo que itens do mesmo tipo têm a mesma massa.",['https://enem.dev/2021/questions/164/eab2c90e-a45f-482b-997d-a5c2f6931726.png'],B,Qual a quantidade máxima de camisetas que essa pessoa poderá levar?,"[{'letter': 'A', 'text': '22', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '24', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '26', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '33', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '39', 'file': None, 'isCorrect': False}]",Média,Álgebra e Funções,Equações e Funções de 1º Grau
118,Questão 165 - ENEM 2021,165,matematica,2021,"Um automóvel apresenta um desempenho médio de 16 km/L. Um engenheiro desenvolveu um novo motor a combustão que economiza, em relação ao consumo do motor anterior, 0,1 L de combustível a cada 10 km percorridos.",[],D,"O valor do desempenho médio do automóvel com o novo motor, em quilômetro por litro, expresso com uma casa decimal, é","[{'letter': 'A', 'text': '15,9', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '16,1', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '16,4', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '17,4', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '18,0', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
119,Questão 166 - ENEM 2021,166,matematica,2021,"O projeto de um contêiner, em forma de paralelepípedo reto retangular, previa a pintura dos dois lados (interno e externo) de cada uma das quatro paredes com tinta acrílica e a pintura do piso interno com tinta epóxi. O construtor havia pedido, a cinco fornecedores diferentes, orçamentos das tintas necessárias, mas, antes de iniciar a obra, resolveu mudar o projeto original, alterando o comprimento e a largura para o dobro do originalmente previsto, mantendo inalterada a altura. Ao pedir novos orçamentos aos fornecedores, para as novas dimensões, cada um deu uma resposta diferente sobre as novas quantidades de tinta necessárias.

Em relação ao previsto para o projeto original, as novas quantidades de tinta necessárias informadas pelos fornecedores foram as seguintes:

–  Fornecedor I: “O dobro, tanto para as paredes quanto para o piso”.

– Fornecedor II: “O dobro para as paredes e quatro vezes para o piso”.

– Fornecedor III: “Quatro vezes, tanto para as paredes quanto para o piso.”

– Fornecedor IV: “Quatro vezes para as paredes e o dobro para o piso.”

– Fornecedor V: “Oito vezes para as paredes e quatro vezes para o piso.”

Analisando as informações dos fornecedores, o construtor providenciará a quantidade adequada de material. Considere a porta de acesso do contêiner como parte de uma das paredes.",[],B,"Qual dos fornecedores prestou as informações adequadas, devendo ser o escolhido pelo construtor para aquisição do material?","[{'letter': 'A', 'text': 'I', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'II', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': 'III', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'IV', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'V', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,Volume e Área de Prismas
120,Questão 167 - ENEM 2021,167,matematica,2021,"Um povoado com 100 habitantes está passando por uma situação de seca prolongada e os responsáveis pela administração pública local decidem contratar a construção de um reservatório. Ele deverá ter a forma de um cilindro circular reto, cuja base tenha 5 metros de diâmetro interno, e atender à demanda de água da população por um período de exatamente sete dias consecutivos. No oitavo dia, o reservatório vazio é completamente reabastecido por carros-pipa.

Considere que o consumo médio diário por habitante é de 120 litros de água. Use 3 como aproximação para ![](https://enem.dev/2021/questions/167/42cbdc11-82db-44e3-8f1b-367c1b0e5853.png)",['https://enem.dev/2021/questions/167/42cbdc11-82db-44e3-8f1b-367c1b0e5853.png'],D,"Nas condições apresentadas, o reservatório deverá ser construído com uma altura interna mínima, em metro, igual a","[{'letter': 'A', 'text': '1,12', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '3,10', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '4,35', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4,48', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '5,60', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas / Unidades de Medida e Vazão"
121,Questão 168 - ENEM 2021,168,matematica,2021,"Num octaedro regular, duas faces são consideradas opostas quando não têm nem arestas, nem vértices em comum. Na figura, observa-se um octaedro regular e uma de suas planificações, na qual há uma face colorida na cor cinza escuro e outras quatro faces numeradas.

![](https://enem.dev/2021/questions/168/71fccb41-8caa-485c-b7af-c1c537c4148b.png)",['https://enem.dev/2021/questions/168/71fccb41-8caa-485c-b7af-c1c537c4148b.png'],E,"Qual(is) face(s) ficará(ão) oposta(s) à face de cor cinza escuro, quando o octaedro for reconstruído a partir da planificação dada?","[{'letter': 'A', 'text': '1, 2, 3 e 4', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 e 3', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '4', 'file': None, 'isCorrect': True}]",Difícil,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
122,Questão 169 - ENEM 2021,169,matematica,2021,"O instrumento da percussão conhecido como triângulo é composto por uma barra fina de aço, dobrada em um formato que se assemelha a um triângulo, com uma abertura e uma haste, conforme ilustra a Figura 1.

![](https://enem.dev/2021/questions/169/d9c2223e-0155-480d-bfd2-0d0fd39cb200.png)

Uma empresa de brindes promocionais contrata uma fundição para a produção de miniaturas de instrumentos desse tipo. A fundição produz, inicialmente, peças com o formato de uma triângulo equilátero de altura h, conforme ilustra a Figura 2. Após esse processo, cada peça é aquecida, deformando os cantos, e cortada em um dos vértices, dando origem à miniatura. Assuma que não ocorram perdas de material no processo de produção, de forma que o comprimento da barra utilizada seja igual ao perímetro do triângulo equilátero representado na Figura 2.

Considere 1,7 como valor aproximado para √3.

Nessas condições, o valor que mais se aproxima da medida do comprimento da barra, em centímetro, é",['https://enem.dev/2021/questions/169/d9c2223e-0155-480d-bfd2-0d0fd39cb200.png'],D,"Nessas condições, o valor que mais se aproxima da medida do comprimento da barra, em centímetro, é:","[{'letter': 'A', 'text': '9,07.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '13,60.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '20,40.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '27,18.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '36,24.', 'file': None, 'isCorrect': False}]",Média,Geometria Plana,Áreas de Figuras Planas
123,Questão 170 - ENEM 2021,170,matematica,2021,"Uma pessoa comprou uma caneca para tomar sopa, conforme ilustração.

![](https://enem.dev/2021/questions/170/4b81cbbc-0e2d-486f-9a21-2cbe5160b172.png)

Sabe-se que 1 cm³ = 1 mL e que o topo da caneca é uma circunferência de diâmetro (D) medindo 10 cm, e a base é um círculo de diâmetro (d) medindo 8 cm. Além disso, sabe-se que a altura (h) dessa caneca mede 12 cm (distância entre o centro das circunferências do topo e da base).

Utilize 3 como aproximação para π.",['https://enem.dev/2021/questions/170/4b81cbbc-0e2d-486f-9a21-2cbe5160b172.png'],C,"Qual é a capacidade volumétrica, em milimitro, dessa caneca?","[{'letter': 'A', 'text': '216', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '408', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '732', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '2196', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '2928', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,Volume de Tronco de Cone / Unidades de Medida
124,Questão 171 - ENEM 2021,171,matematica,2021,"O dono de uma loja pretende usar cartões imantados para a sua divulgação de sua loja. A empresa que fornecerá o serviço lhe informa que o custo de fabricação do cartão é de R$0,01 por centímetro quadrado e que disponibiliza modelos tendo como faces úteis para impressão:

*   um triângulo equilátero de lado 12 cm;
*   um quadrado de lado 8 cm;
*   um retângulo de lados 11 cm e 8 cm;
*   um hexágono regular de lado 6cm;
*   um círculo de diâmetro 10 cm.

O dono da loja está disposto a pagar, no máximo, R$0,80 por cartão. Ele escolherá, dentro desse limite de preço, o modelo que tiver maior área de impressão.

Use 3 como aproximação para π e use 1,7 como aproximação para √3.",[],E,"Nessas condições, o modelo que deverá ser escolhido tem como face útil para impressão um","[{'letter': 'A', 'text': 'Triângulo', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Quadrado', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Retângulo', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Hexágono', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Círculo', 'file': None, 'isCorrect': True}]",Média,Geometria Plana,"Áreas de Figuras Planas (Quadrados, Retângulos, Triângulos, Círculos)"
125,Questão 172 - ENEM 2021,172,matematica,2021,"Um ciclista amador de 61 anos de idade utilizou um monitor cardíaco para medir suas frequências cardíacas em quatro diferentes tipos de trechos do percurso. Os resultados das frequências cardíacas máximas alcançadas nesses trechos foram:

![](https://enem.dev/2021/questions/172/604532ed-546c-43dc-a7eb-3b0b3bfca440.png)

Sabe-se que a faixa aeróbica ideal para o ganho de condicionamento físico é entre 65% e 85% da frequência cardíaca máxima (Fc máx), que, por sua vez, é determinada pela fórmula:

Fc máx. = 220 – idades,

em que a idade é dada em ano e Fc máx. é dada em bpm (batimento por minuto).",['https://enem.dev/2021/questions/172/604532ed-546c-43dc-a7eb-3b0b3bfca440.png'],D,"Os trechos do percurso nos quais esse ciclista se mantém dentro de sua faixa aeróbica ideal, para o ganho de condicionamento físico, são:","[{'letter': 'A', 'text': 'Leve no plano, forte no plano, subida moderada e subida forte.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Leve no plano, forte no plano e subida moderada.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Forte no plano, subida moderada e subida forte.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Forte no plano e subida moderada.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Leve no plano e subida forte.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Porcentagem
126,Questão 173 - ENEM 2021,173,matematica,2021,"Um lava-rápido oferece dois tipos de lavagem de veículos: lavagem simples, ao preço de R$ 20,00, e lavagem completa, ao preço de R$35,00. Para cobrir as despesas com produtos e funcionários, e não ter prejuízos, o lava-rápido deve ter uma receita diária de, pelo menos, R$300,00.",[],C,"Para não ter prejuízo, o menor número de lavagens diárias que o lava rápido deve efetuar é","[{'letter': 'A', 'text': '6', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '8', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '9', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '15', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '20', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
